phonogram3967index,index,type,zhuyin,tone,stroke,orthographicgroup,phoneticradical,homograph_cnts,homophone_cnts,freq_char,freq_char(log),freq_char_4.0,freq_char_4.0(log),fre_cd,xasbc_cf_million,freq_syllable_4.0,freq_syllable_4.0(log),phoneticcom,FF_friends,FF(type),FF(1500),FF(2000),FF(log),FB_group_code,FB_total,FB_friend,FB_total_freq,FB_freq_friend,FB_freq_enemy,FB(type),FB(token),FB(1500),FB(5000),FB(log),註記,說明
1841,125,褓,ㄅㄠ,3,15,保,保,1,7,14,1.15 ,20,1.301029996,17,0.86 ,20643,4.31 ,5,5,1,1,1,1,1,7,4,20643,16360,4283,0.57 ,0.79 ,0.54 ,0.59 ,0.59 ,,
1840,126,葆,ㄅㄠ,3,13,保,保,1,7,13,1.11 ,76,1.880813592,26,5.17 ,20643,4.31 ,5,5,1,1,1,1,1,7,4,20643,16360,4283,0.57 ,0.79 ,0.54 ,0.59 ,0.59 ,,
0,127,寶,ㄅㄠ,3,20,寶,.,1,7,3175,3.50 ,3534,3.548266545,1506,200.19 ,20643,4.31 ,.,.,.,.,.,.,2,7,1,20643,3534,17109,0.14 ,0.17 ,0.31 ,0.34 ,0.20 ,,
3881,138,豹,ㄅㄠ,4,10,勺,勺,1,8,79,1.90 ,158,2.198657087,68,14.64 ,19411,4.29 ,12,1,0.083333333,0.02208246,0.017258329,0.062499689,4,8,1,19411,158,19253,0.13 ,0.01 ,0.02 ,0.01 ,0.10 ,,
0,132,報,ㄅㄠ,4,12,及,及,1,8,23759,4.38 ,12804,4.107345665,5120,877.37 ,19411,4.29 ,7,1,0.142857143,0.262881178,0.277546489,0.206192855,1,8,1,19411,12804,6607,0.13 ,0.66 ,0.24 ,0.43 ,0.20 ,,
3376,135,抱,ㄅㄠ,4,8,包,包,1,8,1417,3.15 ,2088,3.319730494,1368,135.18 ,19411,4.29 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,3,8,3,19411,2400,17011,0.38 ,0.12 ,0.28 ,0.21 ,0.34 ,,
3377,136,鮑,ㄅㄠ,4,16,包,包,1,8,172,2.24 ,289,2.460897843,86,15.93 ,19411,4.29 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,3,8,3,19411,2400,17011,0.38 ,0.12 ,0.28 ,0.21 ,0.34 ,,
0,137,刨,ㄅㄠ,4,7,包,包,2,8,11,1.04 ,23,1.361727836,19,2.15 ,19411,4.29 ,19,8,0.421052632,0.500665457,0.512331366,0.440591338,3,8,3,19411,2400,17011,0.38 ,0.12 ,0.28 ,0.21 ,0.34 ,,
1843,141,煲,ㄅㄠ,4,13,保,保,1,8,4,0.60 ,10,1,3,0.00 ,19411,4.29 ,5,5,1,1,1,1,5,8,1,19411,10,19401,0.13 ,0.00 ,0.00 ,0.00 ,0.05 ,c,正確讀音為ㄅㄠ
0,133,暴,ㄅㄠ,4,15,暴,.,2,8,2518,3.40 ,2655,3.424064525,1246,124.13 ,19411,4.29 ,.,.,.,.,.,.,2,8,2,19411,4039,15372,0.25 ,0.21 ,0.45 ,0.35 ,0.31 ,,
466,134,爆,ㄅㄠ,4,19,暴,暴,1,8,1949,3.29 ,1384,3.14113609,890,73.19 ,19411,4.29 ,3,1,0.333333333,0.713402062,0.713402062,0.392818444,2,8,2,19411,4039,15372,0.25 ,0.21 ,0.45 ,0.35 ,0.31 ,,
3713,148,頒,ㄅㄢ,1,13,分,分,1,6,985,2.99 ,551,2.741151599,368,35.44 ,15247,4.18 ,18,2,0.111111111,0.184513361,0.168118002,0.147388928,3,6,1,15247,551,14696,0.17 ,0.04 ,0.10 ,0.04 ,0.15 ,,
3680,149,扳,ㄅㄢ,1,7,反,反,2,6,129,2.11 ,113,2.053078443,88,6.89 ,15247,4.18 ,10,6,0.6,0.4655837,0.5,0.570538072,4,6,1,15247,113,15134,0.17 ,0.01 ,0.02 ,0.01 ,0.11 ,,
0,144,班,ㄅㄢ,1,10,玨,玨,1,6,5181,3.71 ,5579,3.746556361,2350,409.55 ,15247,4.18 ,2,2,1,1,1,1,1,6,2,15247,6312,8935,0.33 ,0.41 ,0.41 ,0.46 ,0.36 ,,
0,145,斑,ㄅㄢ,1,12,玨,玨,1,6,276,2.44 ,733,2.865103975,316,47.93 ,15247,4.18 ,2,2,1,1,1,1,1,6,2,15247,6312,8935,0.33 ,0.41 ,0.41 ,0.46 ,0.36 ,,
0,147,般,ㄅㄢ,1,10,般,.,1,6,4368,3.64 ,7215,3.858236335,3778,483.74 ,15247,4.18 ,.,.,.,.,.,.,2,6,2,15247,8271,6976,0.33 ,0.54 ,0.47 ,0.49 ,0.38 ,,
1314,146,搬,ㄅㄢ,1,13,般,般,1,6,776,2.89 ,1056,3.023663918,658,67.30 ,15247,4.18 ,4,1,0.25,0.398190045,0.335025381,0.306837109,2,6,2,15247,8271,6976,0.33 ,0.54 ,0.47 ,0.49 ,0.38 ,,
3682,151,板,ㄅㄢ,3,8,反,反,1,6,2819,3.45 ,3046,3.483729899,1366,205.64 ,8393,3.92 ,10,6,0.6,0.4655837,0.5,0.570538072,1,6,5,8393,7370,1023,0.83 ,0.88 ,0.76 ,0.88 ,0.80 ,,
3683,152,版,ㄅㄢ,3,8,反,反,1,6,1580,3.20 ,4055,3.607990859,1570,248.83 ,8393,3.92 ,10,6,0.6,0.4655837,0.5,0.570538072,1,6,5,8393,7370,1023,0.83 ,0.88 ,0.76 ,0.88 ,0.80 ,,
3681,153,阪,ㄅㄢ,3,7,反,反,1,6,62,1.79 ,143,2.155336037,67,6.46 ,8393,3.92 ,10,6,0.6,0.4655837,0.5,0.570538072,1,6,5,8393,7370,1023,0.83 ,0.88 ,0.76 ,0.88 ,0.80 ,,
3684,154,舨,ㄅㄢ,3,10,反,反,1,6,78,1.89 ,13,1.113943352,7,0.57 ,8393,3.92 ,10,6,0.6,0.4655837,0.5,0.570538072,1,6,5,8393,7370,1023,0.83 ,0.88 ,0.76 ,0.88 ,0.80 ,,
0,155,扳,ㄅㄢ,3,7,反,反,2,6,129,2.11 ,113,2.053078443,88,6.89 ,8393,3.92 ,10,6,0.6,0.4655837,0.5,0.570538072,1,6,5,8393,7370,1023,0.83 ,0.88 ,0.76 ,0.88 ,0.80 ,,
0,156,闆,ㄅㄢ,3,17,品,品,1,6,574,2.76 ,1023,3.009875634,466,47.07 ,8393,3.92 ,5,1,0.2,0.145664246,0.119105833,0.173811616,2,6,1,8393,1023,7370,0.17 ,0.12 ,0.24 ,0.12 ,0.20 ,,
2407,162,辦,ㄅㄢ,4,16,,,1,7,21609,4.33 ,11497,4.060584531,4899,831.31 ,22080,4.34 ,5,2,0.4,0.520037867,0.585445626,0.455293205,2,7,2,22080,11645,10435,0.29 ,0.53 ,0.26 ,0.39 ,0.30 ,,
2406,163,瓣,ㄅㄢ,4,19,,,1,7,40,1.60 ,148,2.170261715,89,7.89 ,22080,4.34 ,5,2,0.4,0.520037867,0.585445626,0.455293205,2,7,2,22080,11645,10435,0.29 ,0.53 ,0.26 ,0.39 ,0.30 ,,
3712,164,扮,ㄅㄢ,4,7,分,分,1,7,775,2.89 ,1341,3.127428778,938,84.81 ,22080,4.34 ,18,2,0.111111111,0.184513361,0.168118002,0.147388928,3,7,1,22080,1341,20739,0.14 ,0.06 ,0.22 ,0.10 ,0.15 ,,
0,158,半,ㄅㄢ,4,5,半,.,1,7,5609,3.75 ,7262,3.861056245,3714,486.33 ,22080,4.34 ,.,.,.,.,.,.,1,7,4,22080,9094,12986,0.57 ,0.41 ,0.52 ,0.51 ,0.54 ,,
3368,159,伴,ㄅㄢ,4,7,半,半,1,7,597,2.78 ,1598,3.203576775,1071,93.99 ,22080,4.34 ,9,3,0.333333333,0.332120283,0.314830727,0.331805545,1,7,4,22080,9094,12986,0.57 ,0.41 ,0.52 ,0.51 ,0.54 ,,
3369,160,拌,ㄅㄢ,4,8,半,半,1,7,114,2.06 ,148,2.170261715,107,6.89 ,22080,4.34 ,9,3,0.333333333,0.332120283,0.314830727,0.331805545,1,7,4,22080,9094,12986,0.57 ,0.41 ,0.52 ,0.51 ,0.54 ,,
3370,161,絆,ㄅㄢ,4,11,半,半,1,7,48,1.68 ,86,1.934498451,74,5.88 ,22080,4.34 ,9,3,0.333333333,0.332120283,0.314830727,0.331805545,1,7,4,22080,9094,12986,0.57 ,0.41 ,0.52 ,0.51 ,0.54 ,,
0,166,賁,ㄅㄣ,1,12,貝,卉,2,2,24,1.38 ,12,1.079181246,12,0.57 ,895,2.95 ,2,1,0.5,0.5,0.5,0.5,2,2,1,895,12,883,0.50 ,0.01 ,0.01 ,0.01 ,0.27 ,,血脈賁張
0,165,奔,ㄅㄣ,1,8,奔,.,1,2,680,2.83 ,883,2.945960704,606,64.86 ,895,2.95 ,.,.,.,.,.,.,1,2,1,895,883,12,0.50 ,0.99 ,0.99 ,0.99 ,0.73 ,,
0,168,本,ㄅㄣ,3,5,本,.,1,3,26683,4.43 ,32540,4.512417549,9133,2180.94 ,32642,4.51 ,.,.,.,.,.,.,1,3,2,32642,32624,18,0.67 ,1.00 ,0.99 ,1.00 ,0.84 ,,
3192,169,苯,ㄅㄣ,3,9,本,本,1,3,126,2.10 ,84,1.924279286,28,1.29 ,32642,4.51 ,3,2,0.666666667,0.880903491,0.880903491,0.716742346,1,3,2,32642,32624,18,0.67 ,1.00 ,0.99 ,1.00 ,0.84 ,,
0,170,畚,ㄅㄣ,3,10,畚,.,1,3,5,0.70 ,18,1.255272505,6,0.43 ,32642,4.51 ,.,.,.,.,.,.,2,3,1,32642,18,32624,0.33 ,0.00 ,0.01 ,0.00 ,0.16 ,,
0,172,坌,ㄅㄣ,4,7,分,分,1,2,1,0.00 ,2,0.301029996,2,0.14 ,347,2.54 ,18,1,0.055555556,0.000195046,1.78E-04,0.007560344,2,2,1,347,2,345,0.50 ,0.01 ,0.01 ,0.01 ,0.11 ,a,101年rating後放回
3191,171,笨,ㄅㄣ,4,11,本,本,1,2,157,2.20 ,345,2.537819095,223,20.09 ,347,2.54 ,3,2,0.666666667,0.880903491,0.880903491,0.716742346,1,2,1,347,345,2,0.50 ,0.99 ,0.99 ,0.99 ,0.89 ,,
0,173,邦,ㄅㄤ,1,7,邦,.,1,4,1711,3.23 ,1350,3.130333768,593,74.62 ,5470,3.74 ,.,.,.,.,.,.,1,4,2,5470,1385,4085,0.50 ,0.25 ,0.44 ,0.25 ,0.44 ,,
2389,174,梆,ㄅㄤ,1,11,邦,邦,1,4,12,1.08 ,35,1.544068044,18,1.44 ,5470,3.74 ,2,2,1,1,1,1,1,4,2,5470,1385,4085,0.50 ,0.25 ,0.44 ,0.25 ,0.44 ,,
2104,175,幫,ㄅㄤ,1,17,帛,帛,1,4,1972,3.29 ,3826,3.582744966,2178,227.31 ,5470,3.74 ,4,1,0.25,0.415627598,0.486736432,0.297506999,2,4,1,5470,3826,1644,0.25 ,0.70 ,0.48 ,0.70 ,0.34 ,,
1371,176,傍,ㄅㄤ,1,12,旁,旁,3,4,313,2.50 ,259,2.413299764,219,16.65 ,5470,3.74 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,3,4,1,5470,259,5211,0.25 ,0.05 ,0.08 ,0.05 ,0.23 ,,
2390,180,綁,ㄅㄤ,3,13,邦,邦,1,3,687,2.84 ,553,2.742725131,325,28.84 ,1554,3.19 ,2,2,1,1,1,1,2,3,1,1554,553,1001,0.33 ,0.36 ,0.36 ,0.36 ,0.34 ,,
1372,178,榜,ㄅㄤ,3,14,旁,旁,1,3,569,2.76 ,613,2.787460475,410,33.29 ,1554,3.19 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,1,3,2,1554,1001,553,0.67 ,0.64 ,0.64 ,0.64 ,0.66 ,,
1375,179,膀,ㄅㄤ,3,14,旁,旁,2,3,89,1.95 ,388,2.588831726,244,25.83 ,1554,3.19 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,1,3,2,1554,1001,553,0.67 ,0.64 ,0.64 ,0.64 ,0.66 ,,
0,188,蚌,ㄅㄤ,4,10,丰,丰,1,8,20,1.30 ,30,1.477121255,14,2.87 ,5260,3.72 ,1,1,1,1,1,1,3,8,1,5260,30,5230,0.13 ,0.01 ,0.01 ,0.01 ,0.09 ,,
2206,181,棒,ㄅㄤ,4,12,奉,奉,1,8,1912,3.28 ,2046,3.310905629,727,107.34 ,5260,3.72 ,3,1,0.333333333,0.796178344,0.838926174,0.443334946,1,8,1,5260,2046,3214,0.13 ,0.39 ,0.42 ,0.39 ,0.20 ,,
0,187,旁,ㄅㄤ,4,10,旁,.,2,8,1889,3.28 ,2672,3.426836454,1627,177.80 ,5260,3.72 ,.,.,.,.,.,.,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,,
1368,182,謗,ㄅㄤ,4,17,旁,旁,1,8,60,1.78 ,75,1.875061263,37,3.30 ,5260,3.72 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,,
1373,183,磅,ㄅㄤ,4,15,旁,旁,2,8,157,2.20 ,125,2.096910013,88,8.18 ,5260,3.72 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,,101年ㄅㄥ4併讀為ㄅㄤ4(183)；ㄆㄤ(459)磅礡
1370,184,傍,ㄅㄤ,4,12,旁,旁,3,8,313,2.50 ,259,2.413299764,219,16.65 ,5260,3.72 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,,
1369,185,鎊,ㄅㄤ,4,18,旁,旁,1,8,73,1.86 ,52,1.716003344,27,5.02 ,5260,3.72 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,,
0,186,蒡,ㄅㄤ,4,14,旁,旁,1,8,13,1.11 ,1,0,1,0.00 ,5260,3.72 ,14,8,0.571428571,0.633535931,0.633535931,0.559660062,2,8,6,5260,3184,2076,0.75 ,0.61 ,0.57 ,0.61 ,0.71 ,a,剔除錯誤讀音ㄆㄤ2(8068)
2040,191,崩,ㄅㄥ,1,11,崩,朋,1,2,340,2.53 ,427,2.630427875,311,22.67 ,549,2.74 ,4,1,0.25,0.422354105,0.422354105,0.287831283,1,2,2,549,549,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1136,192,繃,ㄅㄥ,1,17,崩,崩,1,2,66,1.82 ,122,2.086359831,101,6.03 ,549,2.74 ,2,2,1,1,1,1,1,2,2,549,549,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,194,甭,ㄅㄥ,2,9,不,不,1,1,13,1.11 ,25,1.397940009,21,1.15 ,25,1.40 ,5,1,0.2,0.007849294,0.006784261,0.127252831,1,1,1,25,25,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,197,泵,ㄅㄥ,4,9,石,石,1,3,29,1.46 ,6,0.77815125,6,0.43 ,159,2.20 ,5,1,0.2,0.003340757,0.003340757,0.075508438,3,3,1,159,6,153,0.33 ,0.04 ,0.04 ,0.04 ,0.17 ,,剔除錯誤讀音ㄌㄧㄡ2(2364)
2820,195,迸,ㄅㄥ,4,10,并,并,1,3,82,1.91 ,63,1.799340549,57,4.02 ,159,2.20 ,11,1,0.090909091,0.011494253,0.011494253,0.07724765,1,3,1,159,63,96,0.33 ,0.40 ,0.40 ,0.40 ,0.40 ,,
1135,196,蹦,ㄅㄥ,4,18,崩,崩,1,3,42,1.62 ,90,1.954242509,61,6.60 ,159,2.20 ,2,2,1,1,1,1,2,3,1,159,90,69,0.33 ,0.57 ,0.57 ,0.57 ,0.43 ,,
187,198,逼,ㄅㄧ,1,13,,,1,2,814,2.91 ,719,2.85672889,547,50.37 ,734,2.87 ,11,1,0.090909091,0.095332803,0.075351079,0.09848274,1,2,1,734,719,15,0.50 ,0.98 ,0.98 ,0.98 ,0.71 ,,
0,199,嗶,ㄅㄧ,1,14,畢,畢,2,2,14,1.15 ,15,1.176091259,7,1.58 ,734,2.87 ,3,3,1,1,1,1,2,2,1,734,15,719,0.50 ,0.02 ,0.02 ,0.02 ,0.29 ,c,正確讀音為ㄅㄧ4(228)
0,209,荸,ㄅㄧ,2,11,孛,孛,2,2,2,0.30 ,4,0.602059991,1,0.00 ,893,2.95 ,5,1,0.2,0.005076142,0.005076142,0.073527695,2,2,1,893,4,889,0.50 ,0.00 ,0.00 ,0.00 ,0.17 ,,101年ㄅㄛ2(8068)併讀為ㄅㄧ2(209)。連綿詞：荸薺
0,208,鼻,ㄅㄧ,2,14,鼻,.,1,2,433,2.64 ,889,2.948901761,495,54.39 ,893,2.95 ,.,.,.,.,.,.,1,2,1,893,889,4,0.50 ,1.00 ,1.00 ,1.00 ,0.83 ,,
0,206,鄙,ㄅㄧ,3,14,,,1,6,42,1.62 ,99,1.995635195,83,5.02 ,23932,4.38 ,2,1,0.5,0.061913696,0.047165317,0.341112868,3,6,1,23932,99,23833,0.17 ,0.00 ,0.02 ,0.01 ,0.13 ,,
0,205,匕,ㄅㄧ,3,2,匕,.,1,6,25,1.40 ,23,1.361727836,10,2.44 ,23932,4.38 ,.,.,.,.,.,.,2,6,1,23932,23,23909,0.17 ,0.00 ,0.00 ,0.00 ,0.09 ,,
0,202,比,ㄅㄧ,3,4,比,.,2,6,12296,4.09 ,18198,4.260023661,6364,1155.48 ,23932,4.38 ,.,.,.,.,.,.,2,6,2,23932,18203,5729,0.33 ,0.76 ,0.33 ,0.47 ,0.33 ,,
3569,203,妣,ㄅㄧ,3,7,比,比,1,6,6,0.78 ,5,0.698970004,5,0.43 ,23932,4.38 ,10,2,0.2,0.078318584,0.064130435,0.182186923,2,6,2,23932,18203,5729,0.33 ,0.76 ,0.33 ,0.47 ,0.33 ,,
3066,207,彼,ㄅㄧ,3,8,皮,皮,1,6,1146,3.06 ,1805,3.256477206,1162,108.49 ,23932,4.38 ,17,1,0.058823529,0.107952501,0.105352244,0.074251456,4,6,1,23932,1805,22127,0.17 ,0.08 ,0.32 ,0.17 ,0.21 ,,
2726,201,筆,ㄅㄧ,3,12,聿,聿,1,6,2777,3.44 ,3802,3.580012113,1773,226.30 ,23932,4.38 ,4,1,0.25,0.291262136,0.30075188,0.251632236,1,6,1,23932,3802,20130,0.17 ,0.16 ,0.32 ,0.35 ,0.24 ,,
0,244,篦,ㄅㄧ,4,16,,,1,32,2,0.30 ,3,0.477121255,2,0.14 ,44177,4.65 ,3,1,0.333333333,0.058823529,0.058823529,0.169820649,13,32,1,44177,3,44174,0.03 ,0.00 ,0.00 ,0.00 ,0.01 ,,
0,240,弼,ㄅㄧ,4,12,弓,弓,1,32,20,1.30 ,7,0.84509804,5,0.29 ,44177,4.65 ,7,1,0.142857143,0.004452926,0.004452926,0.066797038,9,32,1,44177,7,44170,0.03 ,0.00 ,0.00 ,0.00 ,0.01 ,,
3801,238,閉,ㄅㄧ,4,11,才,才,1,32,1044,3.02 ,1169,3.067814511,770,73.04 ,44177,4.65 ,4,1,0.25,0.279865932,0.225806452,0.272940455,7,32,1,44177,1169,43008,0.03 ,0.03 ,0.09 ,0.05 ,0.05 ,,
0,237,比,ㄅㄧ,4,4,比,.,2,32,12296,4.09 ,18198,4.260023661,6364,1155.48 ,44177,4.65 ,.,.,.,.,.,.,6,32,2,44177,18370,25807,0.06 ,0.42 ,0.13 ,0.22 ,0.10 ,,
3568,236,庇,ㄅㄧ,4,7,比,比,1,32,186,2.27 ,172,2.235528447,107,10.76 ,44177,4.65 ,10,2,0.2,0.078318584,0.064130435,0.182186923,6,32,2,44177,18370,25807,0.06 ,0.42 ,0.13 ,0.22 ,0.10 ,,
0,221,必,ㄅㄧ,4,5,必,.,1,32,10504,4.02 ,12468,4.095796794,5382,877.66 ,44177,4.65 ,.,.,.,.,.,.,3,32,1,44177,12468,31709,0.03 ,0.28 ,0.12 ,0.21 ,0.07 ,,
0,243,陛,ㄅㄧ,4,10,坒,坒,1,32,2,0.30 ,16,1.204119983,10,0.43 ,44177,4.65 ,1,1,1,1,1,1,12,32,1,44177,16,44161,0.03 ,0.00 ,0.00 ,0.00 ,0.02 ,,
0,247,賁,ㄅㄧ,4,12,貝,卉,2,32,24,1.38 ,12,1.079181246,12,0.57 ,44177,4.65 ,2,1,0.5,0.5,0.5,0.5,14,32,1,44177,12,44165,0.03 ,0.00 ,0.00 ,0.00 ,0.02 ,,ㄅㄣ(166)
2256,229,痺,ㄅㄧ,4,13,卑,卑,1,32,50,1.70 ,191,2.281033367,82,9.04 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,
2259,230,婢,ㄅㄧ,4,11,卑,卑,1,32,9,0.95 ,14,1.146128036,8,1.58 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,
2258,231,埤,ㄅㄧ,4,11,卑,卑,1,32,248,2.39 ,68,1.832508913,34,3.87 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,又音ㄆㄧ2：埤頭鄉;ㄆㄧ4併讀為ㄅㄧ4(231)
2257,232,裨,ㄅㄧ,4,14,卑,卑,1,32,54,1.73 ,21,1.322219295,19,1.15 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,ㄆㄧ2(526)：裨將
0,233,髀,ㄅㄧ,4,18,卑,卑,1,32,4,0.60 ,1,0,1,0.14 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,
2255,234,俾,ㄅㄧ,4,10,卑,卑,2,32,251,2.40 ,106,2.025305865,83,9.61 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,101年ㄅㄟ(94)併讀為ㄅㄧ4(234)
2260,235,睥,ㄅㄧ,4,13,卑,卑,1,32,5,0.70 ,9,0.954242509,8,0.43 ,44177,4.65 ,15,7,0.466666667,0.13517969,0.116048684,0.399107511,5,32,7,44177,410,43767,0.22 ,0.01 ,0.03 ,0.02 ,0.15 ,,睥睨
1488,241,愎,ㄅㄧ,4,12,复,复,1,32,4,0.60 ,7,0.84509804,7,0.43 ,44177,4.65 ,5,1,0.2,0.001801802,0.001432958,0.070897217,10,32,1,44177,7,44170,0.03 ,0.00 ,0.00 ,0.00 ,0.01 ,,
0,239,碧,ㄅㄧ,4,14,珀,珀,1,32,620,2.79 ,467,2.669316881,284,27.98 ,44177,4.65 ,1,1,1,1,1,1,8,32,1,44177,467,43710,0.03 ,0.01 ,0.04 ,0.02 ,0.04 ,,
0,219,敝,ㄅㄧ,4,11,敝,.,1,32,48,1.68 ,86,1.934498451,52,4.59 ,44177,4.65 ,.,.,.,.,.,.,2,32,5,44177,3149,41028,0.16 ,0.07 ,0.21 ,0.13 ,0.20 ,,
1106,216,幣,ㄅㄧ,4,14,敝,敝,1,32,3591,3.56 ,2026,3.306639441,870,114.66 ,44177,4.65 ,11,4,0.363636364,0.865279673,0.88490676,0.485230519,2,32,5,44177,3149,41028,0.16 ,0.07 ,0.21 ,0.13 ,0.20 ,,
1105,217,弊,ㄅㄧ,4,14,敝,敝,1,32,865,2.94 ,594,2.773786445,319,33.58 ,44177,4.65 ,11,4,0.363636364,0.865279673,0.88490676,0.485230519,2,32,5,44177,3149,41028,0.16 ,0.07 ,0.21 ,0.13 ,0.20 ,,
1103,218,蔽,ㄅㄧ,4,15,敝,敝,1,32,118,2.07 ,279,2.445604203,167,15.07 ,44177,4.65 ,11,4,0.363636364,0.865279673,0.88490676,0.485230519,2,32,5,44177,3149,41028,0.16 ,0.07 ,0.21 ,0.13 ,0.20 ,,
1104,220,斃,ㄅㄧ,4,17,敝,敝,1,32,327,2.51 ,164,2.214843848,114,12.20 ,44177,4.65 ,11,4,0.363636364,0.865279673,0.88490676,0.485230519,2,32,5,44177,3149,41028,0.16 ,0.07 ,0.21 ,0.13 ,0.20 ,,
0,226,畢,ㄅㄧ,4,11,畢,.,1,32,2199,3.34 ,3070,3.487138375,1681,171.20 ,44177,4.65 ,.,.,.,.,.,.,4,32,3,44177,3095,41082,0.09 ,0.07 ,0.12 ,0.13 ,0.09 ,,
1077,227,蓽,ㄅㄧ,4,15,畢,畢,1,32,5,0.70 ,10,1,10,0.57 ,44177,4.65 ,3,3,1,1,1,1,4,32,3,44177,3095,41082,0.09 ,0.07 ,0.12 ,0.13 ,0.09 ,,
1076,228,嗶,ㄅㄧ,4,14,畢,畢,2,32,14,1.15 ,15,1.176091259,7,1.58 ,44177,4.65 ,3,3,1,1,1,1,4,32,3,44177,3095,41082,0.09 ,0.07 ,0.12 ,0.13 ,0.09 ,,
0,214,辟,ㄅㄧ,4,13,辟,.,1,32,21,1.32 ,62,1.792391689,33,5.60 ,44177,4.65 ,.,.,.,.,.,.,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
654,210,壁,ㄅㄧ,4,16,辟,辟,1,32,646,2.81 ,1140,3.056904851,608,69.60 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
652,211,避,ㄅㄧ,4,17,辟,辟,1,32,3272,3.51 ,3218,3.50758604,2022,204.06 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
653,212,璧,ㄅㄧ,4,18,辟,辟,1,32,153,2.18 ,107,2.029383778,54,5.17 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
651,213,臂,ㄅㄧ,4,17,辟,辟,2,32,250,2.40 ,469,2.671172843,292,28.27 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
0,215,薜,ㄅㄧ,4,17,辟,辟,1,32,2,0.30 ,7,0.84509804,3,1.00 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
655,250,嬖,ㄅㄧ,4,16,辟,辟,1,32,1,0.00 ,1,0,1,0.14 ,44177,4.65 ,15,6,0.4,0.559527942,0.594698179,0.374876244,1,32,7,44177,5004,39173,0.22 ,0.11 ,0.26 ,0.21 ,0.22 ,,
1108,261,鱉,ㄅㄧㄝ,1,22,敝,敝,1,2,15,1.18 ,31,1.491361694,8,1.00 ,56,1.75 ,11,4,0.363636364,0.033424284,0.028554779,0.246916297,1,2,2,56,56,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1107,262,憋,ㄅㄧㄝ,1,15,敝,敝,1,2,9,0.95 ,25,1.397940009,24,1.44 ,56,1.75 ,11,4,0.363636364,0.033424284,0.028554779,0.246916297,1,2,2,56,56,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
