phonogram3967index,index,type,zhuyin,tone,stroke,orthographicgroup,phoneticradical,homograph_cnts,homophone_cnts,freq_char,freq_char(log),freq_char_4.0,freq_char_4.0(log),fre_cd,xasbc_cf_million,freq_syllable_4.0,freq_syllable_4.0(log),phoneticcom,FF_friends,FF(type),FF(1500),FF(2000),FF(log),FB_group_code,FB_total,FB_friend,FB_total_freq,FB_freq_friend,FB_freq_enemy,FB(type),FB(token),FB(1500),FB(5000),FB(log),註記,說明
0,947,乏,ㄈㄚ,2,5,乏,.,1,6,1876,3.27 ,1922,3.283753383,1336,143.21 ,41005,4.61 ,.,.,.,.,.,.,2,6,1,41005,1922,39083,0.17 ,0.05 ,0.32 ,0.22 ,0.19 ,,
0,950,伐,ㄈㄚ,2,6,伐,.,2,6,476,2.68 ,509,2.706717782,271,32.14 ,41005,4.61 ,.,.,.,.,.,.,4,6,3,41005,602,40403,0.50 ,0.01 ,0.13 ,0.07 ,0.35 ,,
0,948,閥,ㄈㄚ,2,14,伐,伐,1,6,118,2.07 ,66,1.819543936,49,4.88 ,41005,4.61 ,2,2,1,1,1,1,3,6,3,41005,602,40403,0.50 ,0.01 ,0.13 ,0.07 ,0.35 ,,
0,949,筏,ㄈㄚ,2,12,伐,伐,1,6,215,2.33 ,27,1.431363764,16,0.57 ,41005,4.61 ,2,2,1,1,1,1,4,6,3,41005,602,40403,0.50 ,0.01 ,0.13 ,0.07 ,0.35 ,,
3348,951,法,ㄈㄚ,2,8,法,去,3,6,45931,4.66 ,37356,4.572360367,8946,2320.86 ,41005,4.61 ,8,3,0.375,0.864221241,0.894587744,0.595634884,5,6,1,41005,37356,3649,0.17 ,0.91 ,0.32 ,0.58 ,0.27 ,,
0,946,罰,ㄈㄚ,2,14,罰,.,1,6,2136,3.33 ,1125,3.051152522,569,64.29 ,41005,4.61 ,.,.,.,.,.,.,1,6,1,41005,1125,39880,0.17 ,0.03 ,0.24 ,0.13 ,0.18 ,,
3047,945,髮,ㄈㄚ,3,15,犮,犮,1,2,1086,3.04 ,1752,3.243534102,699,75.77 ,39108,4.59 ,6,1,0.166666667,0.56667926,0.604346326,0.355831467,2,2,1,39108,1752,37356,0.50 ,0.04 ,0.50 ,0.26 ,0.41 ,,
3349,943,法,ㄈㄚ,3,8,法,去,3,2,45931,4.66 ,37356,4.572360367,8946,2320.86 ,39108,4.59 ,8,3,0.375,0.864221241,0.894587744,0.595634884,1,2,1,39108,37356,1752,0.50 ,0.96 ,0.50 ,0.74 ,0.59 ,,
3347,953,法,ㄈㄚ,4,8,法,去,3,2,45931,4.66 ,37356,4.572360367,8946,2320.86 ,37419,4.57 ,8,3,0.375,0.864221241,0.894587744,0.595634884,1,2,2,37419,37419,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,954,琺,ㄈㄚ,4,12,法,法,1,2,8,0.90 ,63,1.799340549,20,1.44 ,37419,4.57 ,1,1,1,1,1,1,1,2,2,37419,37419,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,剔除錯誤讀音ㄈㄚ3(944)
3208,955,佛,ㄈㄛ,2,7,弗,弗,1,1,1183,3.07 ,3720,3.57054294,831,152.40 ,3720,3.57 ,7,1,0.142857143,0.36101083,0.387972842,0.206935393,1,1,1,3720,3720,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,ㄈㄨ2(1164)
3826,965,妃,ㄈㄟ,1,6,己,己,1,9,125,2.10 ,153,2.184691431,71,9.90 ,20345,4.31 ,8,1,0.125,0.022411015,0.017333182,0.09393899,3,9,1,20345,153,20192,0.11 ,0.01 ,0.03 ,0.01 ,0.10 ,,
0,957,非,ㄈㄟ,1,8,非,.,1,9,11952,4.08 ,12283,4.089304452,5306,794.86 ,20345,4.31 ,.,.,.,.,.,.,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
1905,958,菲,ㄈㄟ,1,12,非,非,2,9,1369,3.14 ,1037,3.015778756,411,67.02 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
1901,959,啡,ㄈㄟ,1,11,非,非,1,9,584,2.77 ,1036,3.015359755,372,45.49 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
1902,960,扉,ㄈㄟ,1,12,非,非,1,9,20,1.30 ,46,1.662757832,43,3.16 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
1904,961,霏,ㄈㄟ,1,16,非,非,1,9,24,1.38 ,19,1.278753601,10,0.57 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
1903,962,緋,ㄈㄟ,1,14,非,非,1,9,21,1.32 ,124,2.093421685,83,1.44 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
0,963,蜚,ㄈㄟ,1,14,非,非,2,9,30,1.48 ,14,1.146128036,14,1.29 ,20345,4.31 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,9,7,20345,14559,5786,0.78 ,0.72 ,0.70 ,0.59 ,0.73 ,,
0,956,飛,ㄈㄟ,1,9,飛,.,1,9,3500,3.54 ,5633,3.750739751,1893,377.98 ,20345,4.31 ,.,.,.,.,.,.,1,9,1,20345,5633,14712,0.11 ,0.28 ,0.28 ,0.40 ,0.17 ,,
3645,975,肥,ㄈㄟ,2,8,肥,巴,1,2,695,2.84 ,1041,3.01745073,509,62.42 ,1059,3.02 ,16,1,0.0625,0.120166224,0.097627309,0.08343503,1,2,1,1059,1041,18,0.50 ,0.98 ,0.98 ,0.98 ,0.71 ,,
0,977,腓,ㄈㄟ,2,12,非,非,1,2,4,0.60 ,18,1.255272505,9,0.72 ,1059,3.02 ,25,15,0.6,0.388309388,0.343788116,0.534670532,2,2,1,1059,18,1041,0.50 ,0.02 ,0.02 ,0.02 ,0.29 ,,
1907,966,匪,ㄈㄟ,3,10,非,非,1,7,451,2.65 ,330,2.51851394,182,21.24 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1911,967,斐,ㄈㄟ,3,12,非,非,1,7,164,2.21 ,121,2.08278537,86,8.75 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1908,968,誹,ㄈㄟ,3,15,非,非,1,7,35,1.54 ,40,1.602059991,16,0.43 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1909,969,蜚,ㄈㄟ,3,14,非,非,2,7,30,1.48 ,14,1.146128036,14,1.29 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1906,970,菲,ㄈㄟ,3,12,非,非,2,7,1369,3.14 ,1037,3.015778756,411,67.02 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1912,971,悱,ㄈㄟ,3,11,非,非,1,7,3,0.48 ,9,0.954242509,9,0.72 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
1910,972,翡,ㄈㄟ,3,14,非,非,1,7,62,1.79 ,100,2,53,6.89 ,1651,3.22 ,25,15,0.6,0.388309388,0.343788116,0.534670532,1,7,7,1651,1651,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,983,吠,ㄈㄟ,4,7,犬,犬,1,7,35,1.54 ,40,1.602059991,31,2.44 ,13441,4.13 ,3,1,0.333333333,0.013157895,0.00990099,0.181104082,4,7,1,13441,40,13401,0.14 ,0.00 ,0.01 ,0.01 ,0.11 ,,
0,982,肺,ㄈㄟ,4,8,市,市,1,7,169,2.23 ,476,2.677606953,235,32.72 ,13441,4.13 ,3,1,0.333333333,0.572115385,0.572115385,0.37342093,3,7,1,13441,476,12965,0.14 ,0.04 ,0.13 ,0.06 ,0.18 ,,
3211,978,費,ㄈㄟ,4,12,弗,弗,1,7,15422,4.19 ,11084,4.044696517,3846,746.78 ,13441,4.13 ,7,3,0.428571429,0.409626955,0.427158099,0.438426919,1,7,3,13441,11286,2155,0.43 ,0.84 ,0.46 ,0.71 ,0.50 ,,
3210,979,沸,ㄈㄟ,4,8,弗,弗,1,7,111,2.05 ,184,2.264817823,133,11.77 ,13441,4.13 ,7,3,0.428571429,0.409626955,0.427158099,0.438426919,1,7,3,13441,11286,2155,0.43 ,0.84 ,0.46 ,0.71 ,0.50 ,,ㄈㄨ2(1153)
3209,980,狒,ㄈㄟ,4,8,弗,弗,1,7,3,0.48 ,18,1.255272505,5,2.01 ,13441,4.13 ,7,3,0.428571429,0.409626955,0.427158099,0.438426919,1,7,3,13441,11286,2155,0.43 ,0.84 ,0.46 ,0.71 ,0.50 ,,
1900,984,痱,ㄈㄟ,4,13,非,非,1,7,4,0.60 ,1,0,1,0.00 ,13441,4.13 ,25,15,0.6,0.388309388,0.343788116,0.534670532,5,7,1,13441,1,13440,0.14 ,0.00 ,0.00 ,0.00 ,0.00 ,,
814,981,廢,ㄈㄟ,4,15,發,發,1,7,3230,3.51 ,1638,3.214313897,826,107.91 ,13441,4.13 ,5,1,0.2,0.395048723,0.416264295,0.241721385,2,7,1,13441,1638,11803,0.14 ,0.12 ,0.40 ,0.22 ,0.21 ,,
0,989,否,ㄈㄡ,3,7,不,不,2,1,10146,4.01 ,7299,3.863263364,3934,475.42 ,7299,3.86 ,5,1,0.2,0.470957614,0.542740841,0.35166831,1,1,1,7299,7299,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,993,番,ㄈㄢ,1,12,番,.,1,5,1184,3.07 ,1347,3.129367596,830,89.69 ,3634,3.56 ,.,.,.,.,.,.,1,5,5,3634,3634,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
832,992,翻,ㄈㄢ,1,18,番,番,1,5,1514,3.18 ,2001,3.301247089,1276,131.16 ,3634,3.56 ,14,7,0.5,0.308271725,0.29556113,0.44048674,1,5,5,3634,3634,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
830,994,蕃,ㄈㄢ,1,16,番,番,2,5,97,1.99 ,271,2.432969291,98,4.31 ,3634,3.56 ,14,7,0.5,0.308271725,0.29556113,0.44048674,1,5,5,3634,3634,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
831,995,幡,ㄈㄢ,1,15,番,番,1,5,7,0.85 ,13,1.113943352,10,0.43 ,3634,3.56 ,14,7,0.5,0.308271725,0.29556113,0.44048674,1,5,5,3634,3634,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,996,旛,ㄈㄢ,1,18,番,番,1,5,2,0.30 ,2,0.301029996,2,0.14 ,3634,3.56 ,14,7,0.5,0.308271725,0.29556113,0.44048674,1,5,5,3634,3634,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1005,礬,ㄈㄢ,2,20,,,1,9,8,0.90 ,7,0.84509804,4,0.00 ,5266,3.72 ,2,2,1,1,1,1,5,9,2,5266,33,5233,0.22 ,0.01 ,0.01 ,0.01 ,0.12 ,,
0,1006,樊,ㄈㄢ,2,15,,,1,9,45,1.65 ,26,1.414973348,20,2.15 ,5266,3.72 ,2,2,1,1,1,1,5,9,2,5266,33,5233,0.22 ,0.01 ,0.01 ,0.01 ,0.12 ,,
0,1002,凡,ㄈㄢ,2,3,凡,.,1,9,1305,3.12 ,1608,3.206286044,1122,112.79 ,5266,3.72 ,.,.,.,.,.,.,3,9,2,5266,1829,3437,0.22 ,0.35 ,0.35 ,0.35 ,0.30 ,,
3929,1003,帆,ㄈㄢ,2,6,凡,凡,1,9,194,2.29 ,221,2.344392274,114,17.36 ,5266,3.72 ,4,3,0.75,0.989583333,0.989583333,0.897227489,3,9,2,5266,1829,3437,0.22 ,0.35 ,0.35 ,0.35 ,0.30 ,,101年ㄈㄢ(997)併讀為ㄈㄢ2(1003)
0,1001,煩,ㄈㄢ,2,13,火,火,1,9,529,2.72 ,1309,3.116939647,854,86.24 ,5266,3.72 ,5,1,0.2,0.382748538,0.341418884,0.235642057,2,9,1,5266,1309,3957,0.11 ,0.25 ,0.26 ,0.25 ,0.17 ,,
0,1000,繁,ㄈㄢ,2,17,敏,敏,1,9,1462,3.16 ,1671,3.22297645,1119,123.27 ,5266,3.72 ,1,1,1,1,1,1,1,9,1,5266,1671,3595,0.11 ,0.32 ,0.30 ,0.32 ,0.17 ,,
0,1004,藩,ㄈㄢ,2,19,番,番,1,9,248,2.39 ,152,2.181843588,102,12.05 ,5266,3.72 ,14,7,0.5,0.308271725,0.29556113,0.44048674,4,9,3,5266,424,4842,0.33 ,0.08 ,0.09 ,0.08 ,0.25 ,,
829,1007,蕃,ㄈㄢ,2,16,番,番,2,9,97,1.99 ,271,2.432969291,98,4.31 ,5266,3.72 ,14,7,0.5,0.308271725,0.29556113,0.44048674,6,9,3,5266,424,4842,0.33 ,0.08 ,0.09 ,0.08 ,0.25 ,,
0,1009,燔,ㄈㄢ,2,16,番,番,1,9,1,0.00 ,1,0,1,0.00 ,5266,3.72 ,14,7,0.5,0.308271725,0.29556113,0.44048674,6,9,3,5266,424,4842,0.33 ,0.08 ,0.09 ,0.08 ,0.25 ,,
0,998,反,ㄈㄢ,3,4,反,.,1,2,15021,4.18 ,12489,4.096527666,5235,815.09 ,13790,4.14 ,.,.,.,.,.,.,1,2,2,13790,13790,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3688,999,返,ㄈㄢ,3,8,反,反,1,2,3240,3.51 ,1301,3.114277297,884,79.36 ,13790,4.14 ,10,3,0.3,0.531662996,0.497717937,0.378153496,1,2,2,13790,13790,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
312,1017,犯,ㄈㄢ,4,5,,,1,9,6092,3.78 ,2425,3.384711743,1158,139.77 ,11863,4.07 ,4,4,1,1,1,1,2,9,4,11863,6820,5043,0.44 ,0.57 ,0.50 ,0.57 ,0.47 ,,
0,1018,範,ㄈㄢ,4,15,,,1,9,3596,3.56 ,3675,3.565257343,2166,247.40 ,11863,4.07 ,4,4,1,1,1,1,2,9,4,11863,6820,5043,0.44 ,0.57 ,0.50 ,0.57 ,0.47 ,,
311,1019,氾,ㄈㄢ,4,5,,,1,9,305,2.48 ,143,2.155336037,117,9.47 ,11863,4.07 ,4,4,1,1,1,1,2,9,4,11863,6820,5043,0.44 ,0.57 ,0.50 ,0.57 ,0.47 ,,
0,1020,范,ㄈㄢ,4,9,,,1,9,757,2.88 ,577,2.761175813,201,33.58 ,11863,4.07 ,4,4,1,1,1,1,2,9,4,11863,6820,5043,0.44 ,0.57 ,0.50 ,0.57 ,0.47 ,,
3927,1022,梵,ㄈㄢ,4,11,凡,凡,1,9,70,1.85 ,229,2.359835482,103,8.04 ,11863,4.07 ,4,3,0.75,0.989583333,0.989583333,0.897227489,4,9,2,11863,254,11609,0.22 ,0.02 ,0.03 ,0.02 ,0.15 ,,
3926,1023,汎,ㄈㄢ,4,6,凡,凡,1,9,35,1.54 ,25,1.397940009,15,3.16 ,11863,4.07 ,4,3,0.75,0.989583333,0.989583333,0.897227489,4,9,2,11863,254,11609,0.22 ,0.02 ,0.03 ,0.02 ,0.15 ,,
3687,1015,飯,ㄈㄢ,4,12,反,反,1,9,1810,3.26 ,2811,3.448860846,1237,172.92 ,11863,4.07 ,10,3,0.3,0.531662996,0.497717937,0.378153496,1,9,2,11863,3872,7991,0.22 ,0.33 ,0.34 ,0.33 ,0.26 ,,
3686,1016,販,ㄈㄢ,4,11,反,反,1,9,3225,3.51 ,1061,3.025715384,522,67.02 ,11863,4.07 ,10,3,0.3,0.531662996,0.497717937,0.378153496,1,9,2,11863,3872,7991,0.22 ,0.33 ,0.34 ,0.33 ,0.26 ,,
3452,1021,泛,ㄈㄢ,4,8,乏,乏,1,9,562,2.75 ,917,2.962369336,676,62.85 ,11863,4.07 ,4,1,0.25,0.628943759,0.628943759,0.342215908,3,9,1,11863,917,10946,0.11 ,0.08 ,0.12 ,0.08 ,0.12 ,,
0,1025,分,ㄈㄣ,1,4,分,.,2,8,46946,4.67 ,36036,4.556736578,10180,2487.46 ,40517,4.61 ,.,.,.,.,.,.,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3723,1026,紛,ㄈㄣ,1,10,分,分,1,8,4735,3.68 ,2596,3.414304688,1252,182.10 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3722,1027,芬,ㄈㄣ,1,8,分,分,1,8,714,2.85 ,783,2.893761762,394,45.49 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3721,1028,氛,ㄈㄣ,1,8,分,分,1,8,835,2.92 ,1019,3.008174184,773,63.14 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3720,1029,吩,ㄈㄣ,1,7,分,分,1,8,20,1.30 ,58,1.763427994,44,4.16 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1030,酚,ㄈㄣ,1,11,分,分,1,8,2,0.30 ,14,1.146128036,8,0.14 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1031,棻,ㄈㄣ,1,12,分,分,1,8,5,0.70 ,5,0.698970004,4,0.14 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3724,1032,雰,ㄈㄣ,1,12,分,分,1,8,6,0.78 ,6,0.77815125,2,0.00 ,40517,4.61 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,8,8,40517,40517,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3725,1036,汾,ㄈㄣ,2,7,分,分,1,3,13,1.11 ,5,0.698970004,4,0.43 ,436,2.64 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,3,3,1,436,5,431,0.33 ,0.01 ,0.01 ,0.01 ,0.13 ,,
0,1034,焚,ㄈㄣ,2,12,林,林,1,3,784,2.89 ,235,2.371067862,156,15.07 ,436,2.64 ,9,1,0.111111111,0.04779337,0.039716072,0.10796039,1,3,1,436,235,201,0.33 ,0.54 ,0.54 ,0.54 ,0.44 ,,
778,1035,墳,ㄈㄣ,2,15,賁,賁,1,3,104,2.02 ,196,2.292256071,95,13.78 ,436,2.64 ,4,2,0.5,0.393449978,0.393449978,0.475221349,2,3,1,436,196,240,0.33 ,0.45 ,0.45 ,0.45 ,0.43 ,,
3726,1033,粉,ㄈㄣ,3,10,分,分,1,1,865,2.94 ,1185,3.07371835,638,69.45 ,1185,3.07 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,1,1,1185,1185,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1041,分,ㄈㄣ,4,4,分,.,2,6,46946,4.67 ,36036,4.556736578,10180,2487.46 ,46263,4.67 ,.,.,.,.,.,.,1,6,3,46263,44200,2063,0.50 ,0.96 ,0.60 ,0.83 ,0.56 ,,
3718,1040,份,ㄈㄣ,4,6,分,分,1,6,11071,4.04 ,8062,3.906442794,3894,503.12 ,46263,4.67 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,6,3,46263,44200,2063,0.50 ,0.96 ,0.60 ,0.83 ,0.56 ,,
3719,1042,忿,ㄈㄣ,4,8,分,分,1,6,65,1.81 ,102,2.008600172,63,6.74 ,46263,4.67 ,18,11,0.611111111,0.602399064,0.637728808,0.587454289,1,6,3,46263,44200,2063,0.50 ,0.96 ,0.60 ,0.83 ,0.56 ,,
1073,1045,糞,ㄈㄣ,4,17,異,異,1,6,165,2.22 ,155,2.190331698,85,13.92 ,46263,4.67 ,4,1,0.25,0.173961841,0.173961841,0.247271716,4,6,1,46263,155,46108,0.17 ,0.00 ,0.03 ,0.01 ,0.12 ,,
777,1043,憤,ㄈㄣ,4,15,賁,賁,1,6,803,2.90 ,681,2.833147112,464,45.92 ,46263,4.67 ,4,2,0.5,0.393449978,0.393449978,0.475221349,2,6,1,46263,681,45582,0.17 ,0.01 ,0.13 ,0.06 ,0.15 ,,
0,1044,奮,ㄈㄣ,4,16,奮,.,1,6,753,2.88 ,1227,3.088844563,918,85.24 ,46263,4.67 ,.,.,.,.,.,.,3,6,1,46263,1227,45036,0.17 ,0.03 ,0.24 ,0.10 ,0.17 ,,
0,1047,方,ㄈㄤ,1,4,方,.,1,4,51314,4.71 ,39495,4.596542118,10094,2705.73 ,41017,4.61 ,.,.,.,.,.,.,1,4,4,41017,41017,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,剔除錯誤讀音ㄈㄤ4(1067)
3589,1048,芳,ㄈㄤ,1,8,方,方,1,4,1850,3.27 ,960,2.982271233,536,54.24 ,41017,4.61 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,4,4,41017,41017,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,剔除錯誤讀音ㄈㄤ3(1059)
3587,1049,坊,ㄈㄤ,1,7,方,方,3,4,337,2.53 ,514,2.710963119,297,28.84 ,41017,4.61 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,4,4,41017,41017,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3588,1050,枋,ㄈㄤ,1,8,方,方,1,4,167,2.22 ,48,1.681241237,26,3.59 ,41017,4.61 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,4,4,41017,41017,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3592,1060,房,ㄈㄤ,2,8,方,方,1,5,5054,3.70 ,5563,3.74530906,1982,392.19 ,12627,4.10 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,5,5,12627,12627,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3591,1061,防,ㄈㄤ,2,7,方,方,1,5,8838,3.95 ,5400,3.73239376,2152,302.93 ,12627,4.10 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,5,5,12627,12627,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3593,1062,肪,ㄈㄤ,2,8,方,方,1,5,62,1.79 ,306,2.485721426,116,11.62 ,12627,4.10 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,5,5,12627,12627,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3590,1063,妨,ㄈㄤ,2,7,方,方,1,5,1673,3.22 ,844,2.926342447,643,63.00 ,12627,4.10 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,5,5,12627,12627,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,101年ㄈㄤ併讀為ㄈㄤ2(1063)；剔除錯誤讀音ㄈㄤ3(1058)
3586,1064,坊,ㄈㄤ,2,7,方,方,3,5,337,2.53 ,514,2.710963119,297,28.84 ,12627,4.10 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,5,5,12627,12627,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3598,1051,訪,ㄈㄤ,3,11,方,方,1,7,4180,3.62 ,3202,3.505421328,1702,199.90 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3596,1052,紡,ㄈㄤ,3,10,方,方,1,7,1259,3.10 ,361,2.557507202,148,14.92 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3594,1053,仿,ㄈㄤ,3,6,方,方,1,7,540,2.73 ,694,2.84135947,405,46.21 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3595,1054,彷,ㄈㄤ,3,7,方,方,2,7,196,2.29 ,872,2.940516485,628,46.64 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1055,倣,ㄈㄤ,3,10,方,方,1,7,19,1.28 ,73,1.86332286,66,1.58 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3597,1056,舫,ㄈㄤ,3,10,方,方,1,7,29,1.46 ,23,1.361727836,14,1.15 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1057,坊,ㄈㄤ,3,7,方,方,3,7,337,2.53 ,514,2.710963119,297,28.84 ,5739,3.76 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,7,7,5739,5739,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
3585,1066,放,ㄈㄤ,4,8,方,方,1,1,10915,4.04 ,12225,4.087248868,5131,830.59 ,12225,4.09 ,17,16,0.941176471,0.930766177,0.940253511,0.938462049,1,1,1,12225,12225,0,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,
0,1079,丰,ㄈㄥ,1,4,丰,.,1,11,8,0.90 ,33,1.51851394,33,1.58 ,20500,4.31 ,.,.,.,.,.,.,5,11,1,20500,33,20467,0.09 ,0.00 ,0.00 ,0.00 ,0.05 ,,
2865,1071,封,ㄈㄥ,1,9,圭,圭,1,11,1708,3.23 ,1990,3.298853076,1087,108.92 ,20500,4.31 ,17,1,0.058823529,0.169376694,0.192344868,0.087512707,2,11,1,20500,1990,18510,0.09 ,0.10 ,0.19 ,0.15 ,0.12 ,,
2372,1075,鋒,ㄈㄥ,1,15,夆,夆,1,11,861,2.94 ,813,2.910090546,453,39.46 ,20500,4.31 ,5,5,1,1,1,1,4,11,4,20500,2707,17793,0.36 ,0.13 ,0.34 ,0.20 ,0.37 ,,
2371,1076,蜂,ㄈㄥ,1,13,夆,夆,1,11,297,2.47 ,383,2.583198774,208,22.39 ,20500,4.31 ,5,5,1,1,1,1,4,11,4,20500,2707,17793,0.36 ,0.13 ,0.34 ,0.20 ,0.37 ,,
2369,1077,峰,ㄈㄥ,1,10,夆,夆,1,11,1787,3.25 ,1449,3.161068385,746,79.36 ,20500,4.31 ,5,5,1,1,1,1,4,11,4,20500,2707,17793,0.36 ,0.13 ,0.34 ,0.20 ,0.37 ,,
